,Date,Open,High,Low,Close,Volume,Diff,isLarger
193,2024-03-26,335.14,337.84,334.34,336.39,3006558,1.3345456678594587,0
194,2024-03-25,336.01,336.01,329.69,333.82,5320123,0.7639941734296514,0
195,2024-03-22,350.33,350.47,335.79,337.5,5899597,-1.10239050985561,1
196,2024-03-21,363.99,369.03,342.28,345.03,9574841,-2.2311111111110904,1
197,2024-03-20,378.03,381.27,375.2,380.44,2877633,-10.262875691968816,1
198,2024-03-19,373.49,378.33,371.025,378.08,2062912,0.6203343497003431,0
199,2024-03-18,378.76,378.935,372.18,372.67,2164355,1.4309140922555912,0
200,2024-03-15,368.79,375.14,366.87,374.6,3865405,-0.517884455416322,1
201,2024-03-14,380.98,381.49,376.56,378.21,1706827,-0.9636946075814166,1
202,2024-03-13,379.5,381.18,377.71,378.72,1635918,-0.13484572063140376,1
203,2024-03-12,375.0,382.42,374.85,380.48,1793731,-0.46472327841149763,1
204,2024-03-11,374.38,375.56,367.07,373.22,2220098,1.908116063919266,0
205,2024-03-08,386.69,387.5055,377.73,378.17,1641160,-1.3262954825571995,1
206,2024-03-07,384.65,387.51,383.7,386.91,1564463,-2.3111299151175473,1
207,2024-03-06,380.0,383.06,377.8,380.83,1451235,1.571424879170877,0
208,2024-03-05,381.54,384.16,373.96,376.88,1539453,1.0372082031352505,0
209,2024-03-04,382.31,386.98,381.61,383.71,1642957,-1.8122479303757046,1
210,2024-03-01,375.8,382.0,375.8,380.99,2110504,0.7088686768653361,0
211,2024-02-29,380.4,380.4,374.15,374.78,3329518,1.629964041050954,0
212,2024-02-28,378.24,379.49,375.2056,378.03,1264183,-0.867175409573619,1
213,2024-02-27,377.0,379.75,374.9,377.91,1083367,0.03174351241963791,0
214,2024-02-26,376.86,380.3,376.86,377.48,1454956,0.11378370511498304,0
215,2024-02-23,373.99,377.97,372.825,377.32,1614704,0.042386351594785765,0
216,2024-02-22,369.72,372.19,368.4,371.31,1614699,1.5928124668716208,0
217,2024-02-21,360.34,362.38,358.97,360.91,1758019,2.8008941315881515,0
218,2024-02-20,369.88,370.0001,361.44,362.95,1631068,-0.565237870937338,1
219,2024-02-16,372.3,373.43,368.345,369.48,2410212,-1.7991458878633466,1
220,2024-02-15,372.59,374.56,370.14,371.51,2358868,-0.5494208076215301,1
221,2024-02-14,366.24,371.19,366.24,370.98,2114618,0.1426610320045114,0
222,2024-02-13,361.41,365.76,360.0,362.81,1697041,2.202275055259051,0
223,2024-02-12,369.49,370.4,366.18,367.43,1325023,-1.2733937873818206,1
224,2024-02-09,369.25,372.48,367.95,371.67,1482651,-1.1539612987507866,1
225,2024-02-08,367.68,369.47,366.915,368.48,1680009,0.8582882664729539,0
226,2024-02-07,365.0,369.92,364.115,366.65,2531941,0.49663482414243276,0
227,2024-02-06,370.52,371.71,362.4,364.7,4012319,0.5318423564707473,0
228,2024-02-05,372.5,374.0,369.07,370.34,1787377,-1.546476556073472,1
229,2024-02-02,372.19,374.81,369.48,372.95,1590488,-0.7047577901387854,1
230,2024-02-01,364.0,371.2125,363.45,370.91,1500135,0.5469902131653015,0
231,2024-01-31,371.0,372.72,363.4434,363.88,2320257,1.8953384918174265,0
232,2024-01-30,374.0,375.245,370.98,371.3,1849667,-2.039133780367152,1
233,2024-01-29,370.52,375.425,370.08,373.35,1683157,-0.5521141933746492,1
234,2024-01-26,371.92,374.14,369.81,371.07,1404798,0.6106870229007626,0
235,2024-01-25,372.38,375.73,370.12,371.94,2227478,-0.23445711051823537,1
236,2024-01-24,371.0,372.24,367.8292,368.9,2250111,0.817336129483266,0
237,2024-01-23,367.36,370.0,365.64,369.86,1693134,-0.2602331255082646,1
238,2024-01-22,364.0,368.65,363.5,367.21,2302481,0.7164873195263226,0
239,2024-01-19,361.53,364.82,360.12,363.9,2506516,0.9013915743035312,0
240,2024-01-18,356.02,359.78,355.165,359.55,2064213,1.19538334707336,0
241,2024-01-17,351.81,357.33,351.81,353.65,1917067,1.6409400639688556,0
242,2024-01-16,352.365,356.48,351.11,354.56,2097583,-0.25731655591687286,1
243,2024-01-12,350.0,357.655,348.71,356.33,2406024,-0.4992102888086549,1
244,2024-01-11,343.5,348.43,343.05,347.97,1785867,2.346139814217139,0
245,2024-01-10,344.58,345.63,342.78,345.33,1569142,0.7586860936287678,0
246,2024-01-09,339.27,342.76,338.03,342.75,1625934,0.747111458604806,0
247,2024-01-08,335.0,340.47,335.0,340.35,1909518,0.7002188183807334,0
248,2024-01-05,338.0,339.75,335.54,336.62,1510825,1.0959306596151066,0
249,2024-01-04,337.92,339.8,336.53,337.09,2750560,-0.1396233141227441,1
250,2024-01-03,342.53,343.77,337.53,337.92,3061007,-0.2462250437568656,1
251,2024-01-02,348.19,350.3,345.29,346.92,2319486,-2.6633522727272663,1
